IP,Hostname,Port,Port Protocol,CVSS,Severity,Solution Type,NVT Name,Summary,Specific Result,NVT OID,CVEs,Task ID,Task Name,Timestamp,Result ID,Impact,Solution,Affected Software/OS,Vulnerability Insight,Vulnerability Detection Method,Product Detection Result,BIDs,CERTs,Other References
192.168.100.8,,443,tcp,4.3,Medium,"Mitigation","SSL/TLS: Report Weak Cipher Suites","This routine reports all Weak SSL/TLS cipher suites accepted by a service.

  NOTE: No severity for SMTP services with 'Opportunistic TLS' and weak cipher suites on port 25/tcp is reported.
  If too strong cipher suites are configured for this service the alternative would be to fall back to an even more insecure
  cleartext communication.","'Weak' cipher suites accepted by this service via the SSLv3 protocol:

TLS_RSA_WITH_RC4_128_MD5
TLS_RSA_WITH_RC4_128_SHA

'Weak' cipher suites accepted by this service via the TLSv1.0 protocol:

TLS_RSA_WITH_RC4_128_MD5
TLS_RSA_WITH_RC4_128_SHA",1.3.6.1.4.1.25623.1.0.103440,"CVE-2013-2566, CVE-2015-2808, CVE-2015-4000",d9d3eeea-7715-40a8-84de-517aea0bb267,"OWASP BWA",2026-07-29T08:55:28Z,c6a2859b-7df4-4185-b4ea-a876802b4140,"","The configuration of this services should be changed so
  that it does not accept the listed weak cipher suites anymore.

  Please see the references for more resources supporting you with this task.","","These rules are applied for the evaluation of the cryptographic strength:

  - RC4 is considered to be weak (CVE-2013-2566, CVE-2015-2808).

  - Ciphers using 64 bit or less are considered to be vulnerable to brute force methods
  and therefore considered as weak (CVE-2015-4000).

  - 1024 bit RSA authentication is considered to be insecure and therefore as weak.

  - Any cipher considered to be secure for only the next 10 years is considered as medium

  - Any other cipher is considered as strong","
Details:
SSL/TLS: Report Weak Cipher Suites
(OID: 1.3.6.1.4.1.25623.1.0.103440)
Version used: $Revision: 11135 $
","","","CB-K17/1750, CB-K16/1593, CB-K16/1552, CB-K16/1102, CB-K16/0617, CB-K16/0599, CB-K16/0168, CB-K16/0121, CB-K16/0090, CB-K16/0030, CB-K15/1751, CB-K15/1591, CB-K15/1550, CB-K15/1517, CB-K15/1514, CB-K15/1464, CB-K15/1442, CB-K15/1334, CB-K15/1269, CB-K15/1136, CB-K15/1090, CB-K15/1059, CB-K15/1022, CB-K15/1015, CB-K15/0986, CB-K15/0964, CB-K15/0962, CB-K15/0932, CB-K15/0927, CB-K15/0926, CB-K15/0907, CB-K15/0901, CB-K15/0896, CB-K15/0889, CB-K15/0877, CB-K15/0850, CB-K15/0849, CB-K15/0834, CB-K15/0827, CB-K15/0802, CB-K15/0764, CB-K15/0733, CB-K15/0667, CB-K14/0935, CB-K13/0942, DFN-CERT-2017-1821, DFN-CERT-2016-1692, DFN-CERT-2016-1648, DFN-CERT-2016-1168, DFN-CERT-2016-0665, DFN-CERT-2016-0642, DFN-CERT-2016-0184, DFN-CERT-2016-0135, DFN-CERT-2016-0101, DFN-CERT-2016-0035, DFN-CERT-2015-1853, DFN-CERT-2015-1679, DFN-CERT-2015-1632, DFN-CERT-2015-1608, DFN-CERT-2015-1542, DFN-CERT-2015-1518, DFN-CERT-2015-1406, DFN-CERT-2015-1341, DFN-CERT-2015-1194, DFN-CERT-2015-1144, DFN-CERT-2015-1113, DFN-CERT-2015-1078, DFN-CERT-2015-1067, DFN-CERT-2015-1038, DFN-CERT-2015-1016, DFN-CERT-2015-1012, DFN-CERT-2015-0980, DFN-CERT-2015-0977, DFN-CERT-2015-0976, DFN-CERT-2015-0960, DFN-CERT-2015-0956, DFN-CERT-2015-0944, DFN-CERT-2015-0937, DFN-CERT-2015-0925, DFN-CERT-2015-0884, DFN-CERT-2015-0881, DFN-CERT-2015-0879, DFN-CERT-2015-0866, DFN-CERT-2015-0844, DFN-CERT-2015-0800, DFN-CERT-2015-0737, DFN-CERT-2015-0696, DFN-CERT-2014-0977","https://www.bsi.bund.de/SharedDocs/Warnmeldungen/DE/CB/warnmeldung_cb-k16-1465_update_6.html, https://bettercrypto.org/, https://mozilla.github.io/server-side-tls/ssl-config-generator/"
192.168.100.8,,443,tcp,4.3,Medium,"Mitigation","SSL/TLS: SSLv3 Protocol CBC Cipher Suites Information Disclosure Vulnerability (POODLE)","This host is prone to an information disclosure vulnerability.","Vulnerability was detected according to the Vulnerability Detection Method.",1.3.6.1.4.1.25623.1.0.802087,"CVE-2014-3566",d9d3eeea-7715-40a8-84de-517aea0bb267,"OWASP BWA",2026-07-29T08:55:28Z,b2155893-0cdc-4c5e-8b2e-e76b3887aa54,"Successful exploitation will allow a  man-in-the-middle attackers gain access to the plain text data stream.","Possible Mitigations are:

  - Disable SSLv3

  - Disable cipher suites supporting CBC cipher modes

  - Enable TLS_FALLBACK_SCSV if the service is providing TLSv1.0+","","The flaw is due to the block cipher padding not being deterministic and not covered by the Message Authentication Code","Evaluate previous collected information about this service.
Details:
SSL/TLS: SSLv3 Protocol CBC Cipher Suites Information Disclosure Vulnerabili...
(OID: 1.3.6.1.4.1.25623.1.0.802087)
Version used: $Revision: 11402 $
","","70574","CB-K17/1198, CB-K17/1196, CB-K16/1828, CB-K16/1438, CB-K16/1384, CB-K16/1102, CB-K16/0599, CB-K16/0156, CB-K15/1514, CB-K15/1358, CB-K15/1021, CB-K15/0972, CB-K15/0637, CB-K15/0590, CB-K15/0525, CB-K15/0393, CB-K15/0384, CB-K15/0287, CB-K15/0252, CB-K15/0246, CB-K15/0237, CB-K15/0118, CB-K15/0110, CB-K15/0108, CB-K15/0080, CB-K15/0078, CB-K15/0077, CB-K15/0075, CB-K14/1617, CB-K14/1581, CB-K14/1537, CB-K14/1479, CB-K14/1458, CB-K14/1342, CB-K14/1314, CB-K14/1313, CB-K14/1311, CB-K14/1304, CB-K14/1296, DFN-CERT-2017-1238, DFN-CERT-2017-1236, DFN-CERT-2016-1929, DFN-CERT-2016-1527, DFN-CERT-2016-1468, DFN-CERT-2016-1168, DFN-CERT-2016-0884, DFN-CERT-2016-0642, DFN-CERT-2016-0388, DFN-CERT-2016-0171, DFN-CERT-2015-1431, DFN-CERT-2015-1075, DFN-CERT-2015-1026, DFN-CERT-2015-0664, DFN-CERT-2015-0548, DFN-CERT-2015-0404, DFN-CERT-2015-0396, DFN-CERT-2015-0259, DFN-CERT-2015-0254, DFN-CERT-2015-0245, DFN-CERT-2015-0118, DFN-CERT-2015-0114, DFN-CERT-2015-0083, DFN-CERT-2015-0082, DFN-CERT-2015-0081, DFN-CERT-2015-0076, DFN-CERT-2014-1717, DFN-CERT-2014-1680, DFN-CERT-2014-1632, DFN-CERT-2014-1564, DFN-CERT-2014-1542, DFN-CERT-2014-1414, DFN-CERT-2014-1366, DFN-CERT-2014-1354","https://www.openssl.org/~bodo/ssl-poodle.pdf, https://www.imperialviolet.org/2014/10/14/poodle.html, https://www.dfranke.us/posts/2014-10-14-how-poodle-happened.html, http://googleonlinesecurity.blogspot.in/2014/10/this-poodle-bites-exploiting-ssl-30.html"
192.168.100.8,,443,tcp,4.3,Medium,"VendorFix","Apache Web Server ETag Header Information Disclosure Weakness","A weakness has been discovered in Apache web servers that are
 configured to use the FileETag directive.","Information that was gathered:
Inode: 286483
Size: 28067",1.3.6.1.4.1.25623.1.0.103122,"CVE-2003-1418",d9d3eeea-7715-40a8-84de-517aea0bb267,"OWASP BWA",2026-07-29T08:55:28Z,86520ff1-b9f6-4e10-9b11-b667ecfd3b45,"Exploitation of this issue may provide an attacker with information
 that may be used to launch further attacks against a target network.","OpenBSD has released a patch that addresses this issue. Inode numbers
 returned from the server are now encoded using a private hash to avoid
 the release of sensitive information.

 Novell has released TID10090670 to advise users to apply the available
 workaround of disabling the directive in the configuration file for
 Apache releases on NetWare. Please see the attached Technical
 Information Document for further details.","","","Due to the way in which
 Apache generates ETag response headers, it may be possible for an
 attacker to obtain sensitive information regarding server files.
 Specifically, ETag header fields returned to a client contain the
 file's inode number.
Details:
Apache Web Server ETag Header Information Disclosure Weakness
(OID: 1.3.6.1.4.1.25623.1.0.103122)
Version used: $Revision: 11997 $
","","6939","CB-K17/1750, CB-K17/0896, CB-K15/0469, DFN-CERT-2017-1821, DFN-CERT-2017-0925, DFN-CERT-2015-0495","https://www.securityfocus.com/bid/6939, http://httpd.apache.org/docs/mod/core.html#fileetag, http://www.openbsd.org/errata32.html, http://support.novell.com/docs/Tids/Solutions/10090670.html"
192.168.100.8,,80,tcp,4.3,Medium,"VendorFix","Apache Web Server ETag Header Information Disclosure Weakness","A weakness has been discovered in Apache web servers that are
 configured to use the FileETag directive.","Information that was gathered:
Inode: 286483
Size: 28067",1.3.6.1.4.1.25623.1.0.103122,"CVE-2003-1418",d9d3eeea-7715-40a8-84de-517aea0bb267,"OWASP BWA",2026-07-29T08:55:28Z,0abf165b-6764-496a-b844-777c119c50ba,"Exploitation of this issue may provide an attacker with information
 that may be used to launch further attacks against a target network.","OpenBSD has released a patch that addresses this issue. Inode numbers
 returned from the server are now encoded using a private hash to avoid
 the release of sensitive information.

 Novell has released TID10090670 to advise users to apply the available
 workaround of disabling the directive in the configuration file for
 Apache releases on NetWare. Please see the attached Technical
 Information Document for further details.","","","Due to the way in which
 Apache generates ETag response headers, it may be possible for an
 attacker to obtain sensitive information regarding server files.
 Specifically, ETag header fields returned to a client contain the
 file's inode number.
Details:
Apache Web Server ETag Header Information Disclosure Weakness
(OID: 1.3.6.1.4.1.25623.1.0.103122)
Version used: $Revision: 11997 $
","","6939","CB-K17/1750, CB-K17/0896, CB-K15/0469, DFN-CERT-2017-1821, DFN-CERT-2017-0925, DFN-CERT-2015-0495","https://www.securityfocus.com/bid/6939, http://httpd.apache.org/docs/mod/core.html#fileetag, http://www.openbsd.org/errata32.html, http://support.novell.com/docs/Tids/Solutions/10090670.html"
192.168.100.8,,443,tcp,4.3,Medium,"VendorFix","Joomla! Uri class XSS Vulnerability","This host is running Joomla and is prone to cross site scripting
vulnerability.","Installed version: 1.5.15
Fixed version:     3.8.4
Installation
path / port:       /joomla",1.3.6.1.4.1.25623.1.0.812681,"CVE-2018-6379",d9d3eeea-7715-40a8-84de-517aea0bb267,"OWASP BWA",2026-07-29T08:55:28Z,ee014e7b-0075-4862-a667-a1875f244395,"Successfully exploiting this issue will allow remote attackers to execute
arbitrary javascript code in the context of current user.","Upgrade to Joomla version 3.8.4 or later.","Joomla core version 1.5.0 through 3.8.3","The flaw exists due to inadequate input filtering in the Uri class (formerly
JUri).","Checks if a vulnerable version is present on the target host.
Details:
Joomla! 'Uri' class XSS Vulnerability
(OID: 1.3.6.1.4.1.25623.1.0.812681)
Version used: $Revision: 12116 $
","Product: cpe:/a:joomla:joomla:1.5.15
Method: joomla Version Detection
(OID: 1.3.6.1.4.1.25623.1.0.100330)
","","CB-K18/0197, DFN-CERT-2018-0214","https://developer.joomla.org/security-centre/721-20180104-core-xss-vulnerability.html, https://www.joomla.org"
192.168.100.8,,80,tcp,4.3,Medium,"VendorFix","Joomla! Uri class XSS Vulnerability","This host is running Joomla and is prone to cross site scripting
vulnerability.","Installed version: 1.5.15
Fixed version:     3.8.4
Installation
path / port:       /joomla",1.3.6.1.4.1.25623.1.0.812681,"CVE-2018-6379",d9d3eeea-7715-40a8-84de-517aea0bb267,"OWASP BWA",2026-07-29T08:55:28Z,0ea529d4-54db-4d1d-ac16-bcc4e81fe14a,"Successfully exploiting this issue will allow remote attackers to execute
arbitrary javascript code in the context of current user.","Upgrade to Joomla version 3.8.4 or later.","Joomla core version 1.5.0 through 3.8.3","The flaw exists due to inadequate input filtering in the Uri class (formerly
JUri).","Checks if a vulnerable version is present on the target host.
Details:
Joomla! 'Uri' class XSS Vulnerability
(OID: 1.3.6.1.4.1.25623.1.0.812681)
Version used: $Revision: 12116 $
","Product: cpe:/a:joomla:joomla:1.5.15
Method: joomla Version Detection
(OID: 1.3.6.1.4.1.25623.1.0.100330)
","","CB-K18/0197, DFN-CERT-2018-0214","https://developer.joomla.org/security-centre/721-20180104-core-xss-vulnerability.html, https://www.joomla.org"
192.168.100.8,,8081,tcp,4.3,Medium,"VendorFix","jQuery < 1.9.0 XSS Vulnerability","jQuery before 1.9.0 is vulnerable to Cross-site Scripting (XSS) attacks. The
jQuery(strInput) function does not differentiate selectors from HTML in a reliable fashion. In vulnerable
versions, jQuery determined whether the input was HTML by looking for the '<' character anywhere in the string,
giving attackers more flexibility when attempting to construct a malicious payload. In fixed versions, jQuery only
deems the input to be HTML if it explicitly starts with the '<' character, limiting exploitability only to
attackers who can control the beginning of a string, which is far less common.","Installed version: 1.7.2
Fixed version:     1.9.0",1.3.6.1.4.1.25623.1.0.141636,"CVE-2012-6708",d9d3eeea-7715-40a8-84de-517aea0bb267,"OWASP BWA",2026-07-29T08:55:28Z,1b101de0-ae59-4d64-9ad1-e7cf3d2686d0,"","Update to version 1.9.0 or later.","jQuery prior to version 1.9.0.","","Checks if a vulnerable version is present on the target host.
Details:
jQuery < 1.9.0 XSS Vulnerability
(OID: 1.3.6.1.4.1.25623.1.0.141636)
Version used: $Revision: 12183 $
","Product: cpe:/a:jquery:jquery:1.7.2
Method: jQuery Detection
(OID: 1.3.6.1.4.1.25623.1.0.141622)
","","CB-K18/1131","https://bugs.jquery.com/ticket/11290"
192.168.100.8,,443,tcp,4.3,Medium,"VendorFix","Joomla! Core Media Manager XSS Vulnerability (20180509)","This host is running Joomla and is prone
  to a cross site scripting vulnerability.","Installed version: 1.5.15
Fixed version:     3.8.8
Installation
path / port:       /joomla",1.3.6.1.4.1.25623.1.0.813406,"CVE-2018-6378",d9d3eeea-7715-40a8-84de-517aea0bb267,"OWASP BWA",2026-07-29T08:55:28Z,da7ee2f4-c14a-47bc-ac99-552ce38e9b6d,"Successful exploitation will allow remote
  attackers to conduct XSS attack.","Upgrade to Joomla version 3.8.8 or later.
  For updates refer to Reference links.","Joomla core versions 1.5.0 through 3.8.7","The flaw exists due to inadequate filtering
  of file and folder names in media manager.","Checks if a vulnerable version is present on the target host.
Details:
Joomla! Core 'Media Manager' XSS Vulnerability (20180509)
(OID: 1.3.6.1.4.1.25623.1.0.813406)
Version used: $Revision: 12116 $
","Product: cpe:/a:joomla:joomla:1.5.15
Method: joomla Version Detection
(OID: 1.3.6.1.4.1.25623.1.0.100330)
","","DFN-CERT-2018-0979","https://developer.joomla.org/security-centre/737-20180509-core-xss-vulnerability-in-the-media-manager.html, https://www.joomla.org"
192.168.100.8,,80,tcp,4.3,Medium,"VendorFix","Joomla! Core Media Manager XSS Vulnerability (20180509)","This host is running Joomla and is prone
  to a cross site scripting vulnerability.","Installed version: 1.5.15
Fixed version:     3.8.8
Installation
path / port:       /joomla",1.3.6.1.4.1.25623.1.0.813406,"CVE-2018-6378",d9d3eeea-7715-40a8-84de-517aea0bb267,"OWASP BWA",2026-07-29T08:55:28Z,4d2f2422-2db0-479c-bfcf-018b6aa92776,"Successful exploitation will allow remote
  attackers to conduct XSS attack.","Upgrade to Joomla version 3.8.8 or later.
  For updates refer to Reference links.","Joomla core versions 1.5.0 through 3.8.7","The flaw exists due to inadequate filtering
  of file and folder names in media manager.","Checks if a vulnerable version is present on the target host.
Details:
Joomla! Core 'Media Manager' XSS Vulnerability (20180509)
(OID: 1.3.6.1.4.1.25623.1.0.813406)
Version used: $Revision: 12116 $
","Product: cpe:/a:joomla:joomla:1.5.15
Method: joomla Version Detection
(OID: 1.3.6.1.4.1.25623.1.0.100330)
","","DFN-CERT-2018-0979","https://developer.joomla.org/security-centre/737-20180509-core-xss-vulnerability-in-the-media-manager.html, https://www.joomla.org"
192.168.100.8,,80,tcp,4.3,Medium,"VendorFix","WebCalendar Multiple Cross Site Scripting Vulnerabilities","This host is running WebCalendar and is prone to multiple cross
site scripting vulnerabilities.","Vulnerability was detected according to the Vulnerability Detection Method.",1.3.6.1.4.1.25623.1.0.802305,"NOCVE",d9d3eeea-7715-40a8-84de-517aea0bb267,"OWASP BWA",2026-07-29T08:55:28Z,3e0962d7-a130-430f-a459-db07c3588dff,"Successful exploitation could allow remote attackers to execute
arbitrary HTML and script code in a user's browser session in context of an
affected site.","Upgrade to WebCalendar versions 1.2.4 or later.","WebCalendar versions 1.2.3 and prior.","The flaws are caused by improper validation of user-supplied
input in various scripts, which allows attackers to execute arbitrary HTML and
script code on the web server.","
Details:
WebCalendar Multiple Cross Site Scripting Vulnerabilities
(OID: 1.3.6.1.4.1.25623.1.0.802305)
Version used: $Revision: 11997 $
","","","","http://packetstormsecurity.org/files/view/102785/SSCHADV2011-008.txt, http://www.k5n.us/webcalendar.php"
192.168.100.8,,443,tcp,4.3,Medium,"VendorFix","Joomla! Core Cross-Site Scripting Vulnerability - July17","This host is running Joomla and is prone
  to cross-site scripting vulnerability.","Installed version: 1.5.15
Fixed version:     3.7.4",1.3.6.1.4.1.25623.1.0.811257,"CVE-2017-11612",d9d3eeea-7715-40a8-84de-517aea0bb267,"OWASP BWA",2026-07-29T08:55:28Z,45f054db-7b05-4218-9750-d7f9671e6b07,"Successfully exploiting this issue will allow
  remote attacker to conduct cross-site scripting attacks.","Upgrade to Joomla version 3.7.4 or later.","Joomla core versions 1.5.0 through 3.7.3","The flaw exists due to Inadequate filtering
  of potentially malicious HTML tags in various components of the application.","Checks if a vulnerable version is present on the target host.
Details:
Joomla! Core Cross-Site Scripting Vulnerability - July17
(OID: 1.3.6.1.4.1.25623.1.0.811257)
Version used: $Revision: 11816 $
","Product: cpe:/a:joomla:joomla:1.5.15
Method: joomla Version Detection
(OID: 1.3.6.1.4.1.25623.1.0.100330)
","","CB-K17/1245, DFN-CERT-2017-1286","https://developer.joomla.org/security-centre/701-20170704-core-installer-lack-of-ownership-verification, https://www.joomla.org"
192.168.100.8,,80,tcp,4.3,Medium,"VendorFix","Joomla! Core Cross-Site Scripting Vulnerability - July17","This host is running Joomla and is prone
  to cross-site scripting vulnerability.","Installed version: 1.5.15
Fixed version:     3.7.4",1.3.6.1.4.1.25623.1.0.811257,"CVE-2017-11612",d9d3eeea-7715-40a8-84de-517aea0bb267,"OWASP BWA",2026-07-29T08:55:28Z,38e0d6b7-860e-436d-8da5-b98e06e0a61d,"Successfully exploiting this issue will allow
  remote attacker to conduct cross-site scripting attacks.","Upgrade to Joomla version 3.7.4 or later.","Joomla core versions 1.5.0 through 3.7.3","The flaw exists due to Inadequate filtering
  of potentially malicious HTML tags in various components of the application.","Checks if a vulnerable version is present on the target host.
Details:
Joomla! Core Cross-Site Scripting Vulnerability - July17
(OID: 1.3.6.1.4.1.25623.1.0.811257)
Version used: $Revision: 11816 $
","Product: cpe:/a:joomla:joomla:1.5.15
Method: joomla Version Detection
(OID: 1.3.6.1.4.1.25623.1.0.100330)
","","CB-K17/1245, DFN-CERT-2017-1286","https://developer.joomla.org/security-centre/701-20170704-core-installer-lack-of-ownership-verification, https://www.joomla.org"
192.168.100.8,,443,tcp,4.3,Medium,"VendorFix","Joomla! Multiple Cross-site Scripting Vulnerabilities","This host is running Joomla and is prone to multiple Cross-site scripting
vulnerabilities.","Installed version: 1.5.15
Fixed version:     1.5.21",1.3.6.1.4.1.25623.1.0.901168,"CVE-2010-3712",d9d3eeea-7715-40a8-84de-517aea0bb267,"OWASP BWA",2026-07-29T08:55:28Z,710a901b-5d74-408d-a94e-3ba23e22a157,"Successful exploitation will allow attackers to to inject arbitrary web script
or HTML via vectors involving 'multiple encoded entities'.","Upgrade to Joomla! 1.5.21 or later.","Joomla! versions 1.5.x before 1.5.21","The flaws are due to inadequate filtering of multiple encoded entities, which
could be exploited by attackers to cause arbitrary scripting code to be executed by the user's browser in the
security context of an affected Web site.","
Details:
Joomla! Multiple Cross-site Scripting Vulnerabilities
(OID: 1.3.6.1.4.1.25623.1.0.901168)
Version used: $Revision: 11553 $
","Product: cpe:/a:joomla:joomla:1.5.15
Method: joomla Version Detection
(OID: 1.3.6.1.4.1.25623.1.0.100330)
","","","http://www.vupen.com/english/advisories/2010/2615, http://developer.joomla.org/security/news/9-security/10-core-security/322-20101001-core-xss-vulnerabilities"
192.168.100.8,,80,tcp,4.3,Medium,"VendorFix","Joomla! Multiple Cross-site Scripting Vulnerabilities","This host is running Joomla and is prone to multiple Cross-site scripting
vulnerabilities.","Installed version: 1.5.15
Fixed version:     1.5.21",1.3.6.1.4.1.25623.1.0.901168,"CVE-2010-3712",d9d3eeea-7715-40a8-84de-517aea0bb267,"OWASP BWA",2026-07-29T08:55:28Z,1d4d5fd9-e2cb-4950-b63f-e52957dbfa07,"Successful exploitation will allow attackers to to inject arbitrary web script
or HTML via vectors involving 'multiple encoded entities'.","Upgrade to Joomla! 1.5.21 or later.","Joomla! versions 1.5.x before 1.5.21","The flaws are due to inadequate filtering of multiple encoded entities, which
could be exploited by attackers to cause arbitrary scripting code to be executed by the user's browser in the
security context of an affected Web site.","
Details:
Joomla! Multiple Cross-site Scripting Vulnerabilities
(OID: 1.3.6.1.4.1.25623.1.0.901168)
Version used: $Revision: 11553 $
","Product: cpe:/a:joomla:joomla:1.5.15
Method: joomla Version Detection
(OID: 1.3.6.1.4.1.25623.1.0.100330)
","","","http://www.vupen.com/english/advisories/2010/2615, http://developer.joomla.org/security/news/9-security/10-core-security/322-20101001-core-xss-vulnerabilities"
192.168.100.8,,443,tcp,4.3,Medium,"VendorFix","Apache HTTP Server httpOnly Cookie Information Disclosure Vulnerability","This host is running Apache HTTP Server and is prone to cookie
  information disclosure vulnerability.","Vulnerability was detected according to the Vulnerability Detection Method.",1.3.6.1.4.1.25623.1.0.902830,"CVE-2012-0053",d9d3eeea-7715-40a8-84de-517aea0bb267,"OWASP BWA",2026-07-29T08:55:28Z,a943f404-2c12-4c71-8d55-972d44b9e13c,"Successful exploitation will allow attackers to obtain sensitive information
  that may aid in further attacks.","Upgrade to Apache HTTP Server version 2.2.22 or later.","Apache HTTP Server versions 2.2.0 through 2.2.21","The flaw is due to an error within the default error response for
  status code 400 when no custom ErrorDocument is configured, which can be
  exploited to expose 'httpOnly' cookies.","
Details:
Apache HTTP Server 'httpOnly' Cookie Information Disclosure Vulnerability
(OID: 1.3.6.1.4.1.25623.1.0.902830)
Version used: $Revision: 11857 $
","","51706","CB-K15/0080, CB-K14/1505, CB-K14/0608, DFN-CERT-2015-0082, DFN-CERT-2014-1592, DFN-CERT-2014-0635, DFN-CERT-2013-1307, DFN-CERT-2012-1276, DFN-CERT-2012-1112, DFN-CERT-2012-0928, DFN-CERT-2012-0758, DFN-CERT-2012-0744, DFN-CERT-2012-0568, DFN-CERT-2012-0425, DFN-CERT-2012-0424, DFN-CERT-2012-0387, DFN-CERT-2012-0343, DFN-CERT-2012-0332, DFN-CERT-2012-0306, DFN-CERT-2012-0264, DFN-CERT-2012-0203, DFN-CERT-2012-0188","http://secunia.com/advisories/47779, http://www.exploit-db.com/exploits/18442, http://rhn.redhat.com/errata/RHSA-2012-0128.html, http://httpd.apache.org/security/vulnerabilities_22.html, http://svn.apache.org/viewvc?view=revision&revision=1235454, http://lists.opensuse.org/opensuse-security-announce/2012-02/msg00026.html"
192.168.100.8,,80,tcp,4.3,Medium,"VendorFix","Apache HTTP Server httpOnly Cookie Information Disclosure Vulnerability","This host is running Apache HTTP Server and is prone to cookie
  information disclosure vulnerability.","Vulnerability was detected according to the Vulnerability Detection Method.",1.3.6.1.4.1.25623.1.0.902830,"CVE-2012-0053",d9d3eeea-7715-40a8-84de-517aea0bb267,"OWASP BWA",2026-07-29T08:55:28Z,d2eb1c44-069f-480c-8c59-e6365c781051,"Successful exploitation will allow attackers to obtain sensitive information
  that may aid in further attacks.","Upgrade to Apache HTTP Server version 2.2.22 or later.","Apache HTTP Server versions 2.2.0 through 2.2.21","The flaw is due to an error within the default error response for
  status code 400 when no custom ErrorDocument is configured, which can be
  exploited to expose 'httpOnly' cookies.","
Details:
Apache HTTP Server 'httpOnly' Cookie Information Disclosure Vulnerability
(OID: 1.3.6.1.4.1.25623.1.0.902830)
Version used: $Revision: 11857 $
","","51706","CB-K15/0080, CB-K14/1505, CB-K14/0608, DFN-CERT-2015-0082, DFN-CERT-2014-1592, DFN-CERT-2014-0635, DFN-CERT-2013-1307, DFN-CERT-2012-1276, DFN-CERT-2012-1112, DFN-CERT-2012-0928, DFN-CERT-2012-0758, DFN-CERT-2012-0744, DFN-CERT-2012-0568, DFN-CERT-2012-0425, DFN-CERT-2012-0424, DFN-CERT-2012-0387, DFN-CERT-2012-0343, DFN-CERT-2012-0332, DFN-CERT-2012-0306, DFN-CERT-2012-0264, DFN-CERT-2012-0203, DFN-CERT-2012-0188","http://secunia.com/advisories/47779, http://www.exploit-db.com/exploits/18442, http://rhn.redhat.com/errata/RHSA-2012-0128.html, http://httpd.apache.org/security/vulnerabilities_22.html, http://svn.apache.org/viewvc?view=revision&revision=1235454, http://lists.opensuse.org/opensuse-security-announce/2012-02/msg00026.html"
192.168.100.8,,443,tcp,4.3,Medium,"WillNotFix","phpMyAdmin error.php Cross Site Scripting Vulnerability","The host is running phpMyAdmin and is prone to Cross-Site
Scripting Vulnerability.","Vulnerability was detected according to the Vulnerability Detection Method.",1.3.6.1.4.1.25623.1.0.801660,"CVE-2010-4480",d9d3eeea-7715-40a8-84de-517aea0bb267,"OWASP BWA",2026-07-29T08:55:28Z,325b0328-6059-4e85-b4eb-27d9585da2e8,"Successful exploitation will allow attackers to inject arbitrary
HTML code within the error page and conduct phishing attacks.","No known solution was made available for at least one year since the disclosure
  of this vulnerability. Likely none will be provided anymore. General solution options are to upgrade to a newer
  release, disable respective features, remove the product or replace the product by another one.","phpMyAdmin version 3.3.8.1 and prior.","The flaw is caused by input validation errors in the 'error.php'
script when processing crafted BBcode tags containing '@' characters, which
could allow attackers to inject arbitrary HTML code within the error page
and conduct phishing attacks.","
Details:
phpMyAdmin 'error.php' Cross Site Scripting Vulnerability
(OID: 1.3.6.1.4.1.25623.1.0.801660)
Version used: $Revision: 11553 $
","Product: cpe:/a:phpmyadmin:phpmyadmin:3.3.2 -
Method: phpMyAdmin Detection
(OID: 1.3.6.1.4.1.25623.1.0.900129)
","","DFN-CERT-2011-0467, DFN-CERT-2011-0451, DFN-CERT-2011-0016, DFN-CERT-2011-0002","http://www.exploit-db.com/exploits/15699/, http://www.vupen.com/english/advisories/2010/3133"
192.168.100.8,,80,tcp,4.3,Medium,"WillNotFix","phpMyAdmin error.php Cross Site Scripting Vulnerability","The host is running phpMyAdmin and is prone to Cross-Site
Scripting Vulnerability.","Vulnerability was detected according to the Vulnerability Detection Method.",1.3.6.1.4.1.25623.1.0.801660,"CVE-2010-4480",d9d3eeea-7715-40a8-84de-517aea0bb267,"OWASP BWA",2026-07-29T08:55:28Z,831bd7cd-3c17-4a2e-8702-858261d8e08d,"Successful exploitation will allow attackers to inject arbitrary
HTML code within the error page and conduct phishing attacks.","No known solution was made available for at least one year since the disclosure
  of this vulnerability. Likely none will be provided anymore. General solution options are to upgrade to a newer
  release, disable respective features, remove the product or replace the product by another one.","phpMyAdmin version 3.3.8.1 and prior.","The flaw is caused by input validation errors in the 'error.php'
script when processing crafted BBcode tags containing '@' characters, which
could allow attackers to inject arbitrary HTML code within the error page
and conduct phishing attacks.","
Details:
phpMyAdmin 'error.php' Cross Site Scripting Vulnerability
(OID: 1.3.6.1.4.1.25623.1.0.801660)
Version used: $Revision: 11553 $
","Product: cpe:/a:phpmyadmin:phpmyadmin:3.3.2 -
Method: phpMyAdmin Detection
(OID: 1.3.6.1.4.1.25623.1.0.900129)
","","DFN-CERT-2011-0467, DFN-CERT-2011-0451, DFN-CERT-2011-0016, DFN-CERT-2011-0002","http://www.exploit-db.com/exploits/15699/, http://www.vupen.com/english/advisories/2010/3133"
